file_id,abs,afek,aeg,arg,form,imp,info,inst,inter,keer,spont,subj,noun,adj,propn,adv,intj,cconj,sconj,adp,det,num,punct,symbol,particle,pron,abbr,TTR,avg_word_len,avr_sent_len,hapax_legomena,coref,see_pron,see_det,first_pron,second_pron,third_pron,active_voice,passive_voice,first_prs_verb,second_prs_verb,third_prs_verb,core_verb,verbtype_ratio,da_inf,gerund,supine,verb_particle,pres_tense,past_tense,ind_mood,cond_mood,imp_mood,quot_mood,neg_polarity,nom_case,gen_case,part_case,ill_case,ine_case,ela_case,alla_case,ade_case,abl_case,tra_case,ter_case,ess_case,abe_case,com_case,nsubj,nsubj_cop,modal,acl_relc,csubj,csubj_cop,obj,ccomp,xcomp,obl,nmod,appos,nummod,amod,advcl,voc,cop,conj,cc
www_mod_gov_ee.ela_178680,0.25,0.5,1.1,2.6,2.1,1.5,1.25,0.65,0.4,0.75,0,0.3,0.4044,0.1421,0.0383,0.0328,0.0055,0.0437,0.0219,0.0383,0.0437,0.0055,0.1038,0.0055,0.0055,0.0164,0.0055,0.7978,6.9672,16.64,0.5301,0.0405,0.0055,0.0109,0.0055,0.0055,0.0055,0.1749,0.0601,0.0055,0.0055,0.071,0.0601,0.6923,0.0164,0.0109,0.0055,0.1311,0.0984,0.1366,0.0984,0.0109,0.0055,0.0055,0.0273,0.1366,0.2131,0.0874,0.0055,0.0328,0.0164,0.0601,0.0437,0.0055,0.0164,0.0055,0.0055,0.0055,0.0219,0.0546,0.0164,0.0492,0.0055,0.0109,0.0055,0.082,0.0437,0.0055,0.1475,0.1257,0.0109,0.0109,0.0437,0.0219,0.0055,0.0219,0.0546,0.0437
www_mulje_ee.ela_177932,1.15,2.9,1.45,0.75,0.2,0.25,0.85,0.75,2.8,1.25,3,1.65,0.0939,0.0333,0.0394,0.1273,0.0182,0.0606,0.0212,0.0091,0.0061,0.0121,0.2576,0.003,0.003,0.1576,0.0152,0.5182,3.7394,15,0.3121,1.6774,0.0091,0.003,0.0879,0.0212,0.0273,0.1788,0.003,0.0606,0.0303,0.0697,0.0667,6,0.0152,0.0061,0.0152,0.003,0.0667,0.103,0.1485,0.003,0.0212,0.003,0.0152,0.1576,0.0212,0.0515,0.0182,0.0152,0.0212,0.0212,0.0152,0.003,0.0091,0.003,0.003,0.003,0.0121,0.1,0.0242,0.0212,0.0061,0.003,0.003,0.0515,0.0697,0.0242,0.0727,0.0182,0.0061,0.0061,0.0121,0.0152,0.0061,0.0242,0.0727,0.0606
www_naisteleht_ee.ela_355886,1.6,2.5,0.55,0.75,0,0.25,0.35,1.25,0.8,0.2,0.95,1,0.1667,0.049,0.0245,0.1127,0.0049,0.049,0.0686,0.0098,0.0196,0.0098,0.1863,0.0049,0.0049,0.1324,0.0049,0.6373,4.3186,17,0.4167,0.7941,0.0245,0.0049,0.0049,0.0098,0.0441,0.1912,0.0098,0.0245,0.0343,0.098,0.0833,2.75,0.0294,0.0098,0.0245,0.0147,0.1569,0.0245,0.152,0.0098,0.0147,0.0049,0.0196,0.1176,0.0588,0.098,0.0147,0.0196,0.0098,0.0392,0.0245,0.0147,0.0049,0.0049,0.0049,0.0147,0.0147,0.0637,0.0343,0.0294,0.0098,0.0098,0.0049,0.0735,0.0735,0.0245,0.098,0.049,0.0049,0.0098,0.0196,0.0539,0.0049,0.0245,0.0392,0.049
www_nami-nami_ee.ela_173054,0,0.2,1.9,0.45,0.15,1.3,1.8,2.9,0.6,0.1,0.4,0.55,0.3058,0.0744,0.0248,0.0992,0.0083,0.0826,0.0413,0.0331,0.0083,0.0331,0.1653,0.0083,0.0083,0.0165,0.0083,0.6694,5.1157,10.08,0.4628,0.0541,0.0083,0.0083,0.0083,0.0083,0.0083,0.1983,0.0248,0.0083,0.1653,0.0413,0.0579,5.75,0.0165,0.0165,0.0083,0.0248,0.1901,0.0331,0.0496,0.0083,0.157,0.0083,0.0083,0.1818,0.0496,0.0496,0.0165,0.0331,0.0083,0.0083,0.0413,0.0165,0.0248,0.0331,0.0083,0.0083,0.0248,0.0248,0.0248,0.0083,0.0083,0.0083,0.0083,0.1074,0.0826,0.0248,0.1488,0.0083,0.0083,0.0331,0.0413,0.0496,0.0083,0.0248,0.1074,0.0826
www_nami-nami_ee.ela_456341,0.15,0.8,1.6,0.3,0.3,0.5,1,2.6,0.25,0.15,1.05,1.25,0.3,0.0867,0.02,0.0933,0.0067,0.0467,0.0067,0.02,0.0333,0.0467,0.2133,0.0133,0.0067,0.02,0.0067,0.64,5.38,15,0.4333,0.0667,0,0.0133,0.0067,0.0067,0.0067,0.18,0.0133,0.14,0.0067,0.0133,0.08,3.6667,0.0133,0.0067,0.02,0.0267,0.0267,0.1533,0.1533,0.0067,0.0067,0.0067,0.0133,0.0467,0.1733,0.1267,0.0267,0.0067,0.02,0.0333,0.04,0.0067,0.0267,0.0133,0.0067,0.0067,0.0267,0.02,0.0067,0.02,0.0067,0.0067,0.0067,0.1133,0.0467,0.0267,0.1267,0.0533,0.0133,0.0467,0.08,0.0067,0.0067,0.0067,0.08,0.0467
www_pealinn_ee.ela_132426,0.4,1.6,0.85,1.65,0.8,1.5,2.05,0.2,0.45,1.85,0.6,1.4,0.2903,0.0829,0.106,0.1659,0.0046,0.0184,0.023,0.0092,0.0184,0.0645,0.1244,0.0092,0.0046,0.0323,0.0323,0.7558,6.1244,13.56,0.5115,0.1111,0.0092,0.0138,0.0046,0.0046,0.0046,0.106,0.0184,0.0092,0.0046,0.0553,0.0461,2,0.0138,0.0046,0.0046,0.0369,0.1106,0.0138,0.0829,0.0046,0.0046,0.0092,0.0276,0.1382,0.1705,0.0507,0.0138,0.0184,0.0369,0.0184,0.023,0.0046,0.0276,0.0092,0.0046,0.0092,0.0461,0.0461,0.0138,0.023,0.0046,0.0092,0.0046,0.0507,0.0184,0.0092,0.0968,0.1843,0.0046,0.0553,0.0461,0.0138,0.0046,0.023,0.023,0.0184
www_politsei_ee.ela_163441,0.4,0,1.95,0.3,2,1.6,2.5,0.3,0.25,0.25,0.35,0.35,0.4087,0.1043,0.1217,0.0174,0.0087,0.0261,0.0348,0.0348,0.0174,0.0696,0.1217,0.0087,0.0087,0.0174,0.0174,0.6783,5.3304,12.78,0.5043,0.0426,0,0.0087,0.0087,0.0087,0.0087,0.087,0.0609,0.0087,0.0087,0.0783,0.0348,4.3333,0.0087,0.0174,0.0087,0.0261,0.0348,0.113,0.1217,0.0087,0.0087,0.0087,0.0087,0.1913,0.1652,0.1043,0.0174,0.0609,0.0348,0.0348,0.1043,0.0087,0.0174,0.0087,0.0087,0.0087,0.0174,0.0522,0.0348,0.0087,0.0087,0.0087,0.0087,0.0696,0.0348,0.0087,0.2087,0.1304,0.0261,0.0696,0.0957,0.0174,0.0087,0.0348,0.0261,0.0261
www_politsei_ee.ela_40109,0.45,0.1,1.2,0.25,1.75,1.5,1.45,1.3,0.3,0.2,0,0,0.2651,0.1566,0.1084,0.0361,0.012,0.0602,0.012,0.012,0.0241,0.0723,0.1205,0.012,0.012,0.1084,0.0241,0.747,5.4217,20.75,0.5663,0.4091,0.012,0.012,0.012,0.012,0.0602,0.1687,0.0361,0.012,0.012,0.0843,0.0964,1,0.0482,0.012,0.0361,0.0602,0.1084,0.0723,0.1084,0.0241,0.012,0.012,0.012,0.1807,0.1205,0.0482,0.012,0.0602,0.0843,0.0241,0.0964,0.012,0.0241,0.0241,0.012,0.0361,0.012,0.0361,0.0482,0.0241,0.0361,0.012,0.012,0.0361,0.0602,0.0482,0.1928,0.1205,0.012,0.0482,0.0843,0.012,0.012,0.0602,0.0843,0.0602
www_porterracing_ee.ela_609577,0.25,1.8,1.5,0.25,0.2,1,1.35,0.45,0.05,0.3,1,1.95,0.2721,0.0816,0.0408,0.1497,0.0068,0.068,0.0272,0.0272,0.0408,0.034,0.1429,0.0068,0.0068,0.0476,0.0408,0.7687,4.8503,21,0.6395,0.175,0,0.0068,0.0136,0.0068,0.0068,0.1361,0.0136,0.0136,0.0068,0.0952,0.0748,2.1429,0.0136,0.0136,0.0136,0.034,0.0136,0.1293,0.1088,0.0068,0.0068,0.0068,0.0136,0.1429,0.1156,0.0612,0.0136,0.0136,0.0068,0.0272,0.0204,0.0136,0.0204,0.0068,0.0068,0.0068,0.0204,0.0816,0.0136,0.0272,0.0204,0.0136,0.0068,0.0544,0.068,0.0204,0.0952,0.0612,0.0068,0.0408,0.0612,0.034,0.0068,0.0136,0.0748,0.068
www_post_ee.ela_149870,0.3,0.3,1.25,0.25,2.15,1.9,1.4,1.5,0.35,0.25,0.25,0.7,0.4343,0.101,0.1414,0.0505,0.0101,0.0505,0.0101,0.0303,0.0101,0.0404,0.101,0.0101,0.0101,0.0202,0.0303,0.697,7,16.5,0.5253,0.0465,0,0.0101,0.0101,0.0101,0.0101,0.1313,0.0202,0.0101,0.0101,0.101,0.0505,3.3333,0.0101,0.0101,0.0303,0.0202,0.0909,0.0404,0.1111,0.0101,0.0101,0.0101,0.0101,0.1515,0.3232,0.0404,0.0303,0.0606,0.0606,0.0505,0.0202,0.0202,0.0303,0.0202,0.0101,0.0101,0.0101,0.0808,0.0202,0.0303,0.0101,0.0101,0.0101,0.0707,0.0505,0.0202,0.1111,0.2727,0.0202,0.0404,0.0808,0.0101,0.0101,0.0202,0.0707,0.0505
www_puuinfo_ee.ela_279876,1.1,0.25,0.35,1.8,1.3,1.8,1.85,1,0.15,1.25,0,0.2,0.3937,0.0551,0.0709,0.0315,0.0079,0.0236,0.0472,0.0866,0.0079,0.126,0.1181,0.0079,0.0079,0.0157,0.0709,0.6693,5.7244,31.75,0.4409,0.04,0.0079,0.0079,0.0079,0.0079,0.0079,0.0709,0.0236,0.0079,0.0079,0.0236,0.0472,1.6,0.0315,0.0079,0.0079,0.0236,0.063,0.0315,0.0551,0.0236,0.0079,0.0079,0.0315,0.063,0.1969,0.126,0.0079,0.0709,0.0079,0.0079,0.0394,0.0079,0.0079,0.0079,0.0315,0.0079,0.0079,0.0315,0.0157,0.0394,0.0079,0.0157,0.0079,0.0709,0.0315,0.0079,0.1024,0.2283,0.0079,0.1102,0.0394,0.0394,0.0079,0.0157,0.0551,0.0236
www_reklaamitrikk_ee.ela_315713,0.7,1.15,1.55,1.4,0.1,0.95,1.6,0.3,0.35,0.65,0.95,2.35,0.2295,0.0821,0.0435,0.1304,0.0024,0.0459,0.0217,0.0145,0.0121,0.0169,0.1618,0.0024,0.0024,0.0942,0.0145,0.6063,5.0435,15.92,0.3913,0.4105,0.0314,0.0048,0.0072,0.0024,0.0121,0.1401,0.0217,0.0048,0.0024,0.0942,0.0942,1.8462,0.0217,0.0048,0.0072,0.0386,0.1111,0.0459,0.1063,0.0145,0.0024,0.0024,0.0169,0.1715,0.0894,0.0628,0.0072,0.0314,0.0338,0.0145,0.0169,0.0048,0.0097,0.0024,0.0145,0.0024,0.0169,0.0556,0.0411,0.0386,0.0266,0.0048,0.0072,0.0676,0.0483,0.0145,0.0918,0.0652,0.0024,0.0121,0.0362,0.0193,0.0024,0.0411,0.058,0.0459
www_riigikogu_ee.ela_224866,0.9,0.75,0.8,1.85,0.95,0.75,0.6,1,2.5,0.65,1.3,1.6,0.2933,0.0667,0.04,0.11,0.0067,0.0333,0.0367,0.0167,0.04,0.0067,0.1467,0.0033,0.0033,0.0767,0.0067,0.69,5.74,15.79,0.46,0.2614,0.0167,0.0233,0.0233,0.01,0.0067,0.1267,0.02,0.02,0.0067,0.0667,0.04,1.8824,0.0267,0.0033,0.01,0.03,0.11,0.03,0.1033,0.01,0.0033,0.0033,0.03,0.1933,0.1367,0.09,0.0067,0.03,0.01,0.0067,0.0233,0.0067,0.0033,0.0033,0.0067,0.0067,0.0267,0.08,0.0167,0.0467,0.0133,0.0033,0.0033,0.0733,0.0433,0.0133,0.0733,0.11,0.0167,0.0067,0.0467,0.0233,0.0033,0.01,0.0433,0.0333
www_seduction_ee.ela_642092,1.4,2.8,0.4,1.25,0.15,0.5,0.4,0.4,0.9,0.55,1.8,2.7,0.1085,0.0557,0.0029,0.1965,0.0088,0.0587,0.0293,0.0235,0.0088,0.0147,0.2141,0.0029,0.0029,0.1408,0.0029,0.5777,4.1026,9.74,0.3255,1.2973,0.0264,0.0029,0.0323,0.0117,0.0205,0.1437,0.0088,0.0411,0.0147,0.0616,0.0792,4.7,0.0235,0.0029,0.0088,0.0059,0.132,0.0147,0.1232,0.0176,0.0059,0.0029,0.0264,0.1496,0.0469,0.0674,0.0059,0.0117,0.0147,0.0088,0.0147,0.0059,0.0029,0.0029,0.0029,0.0029,0.0235,0.0411,0.0499,0.0176,0.0147,0.0059,0.0029,0.0469,0.0674,0.0176,0.0645,0.0235,0.0029,0.0088,0.0147,0.0147,0.0029,0.0469,0.0499,0.0587
www_sirp_ee.ela_651305,0.45,0.65,1,0.7,0.8,1.2,1.6,0.7,0.3,0.3,0.1,0.35,0.239,0.0976,0.1512,0.1122,0.0049,0.0585,0.0049,0.0293,0.0146,0.0293,0.1171,0.0049,0.0049,0.0585,0.0049,0.7268,5.6829,18.64,0.5463,0.2449,0.0098,0.0098,0.0049,0.0049,0.0146,0.1463,0.0146,0.0049,0.0049,0.0976,0.0585,2.1,0.0049,0.0049,0.0098,0.0488,0.0488,0.1073,0.1024,0.0049,0.0049,0.0098,0.0049,0.1659,0.1902,0.0634,0.0049,0.0244,0.0439,0.0195,0.0488,0.0098,0.0293,0.0049,0.0098,0.0049,0.0098,0.0683,0.0195,0.0341,0.0244,0.0049,0.0049,0.0634,0.0585,0.0146,0.0927,0.1122,0.0244,0.0293,0.0829,0.0049,0.0049,0.0195,0.0683,0.0585
www_snap_ee.ela_623342,0.7,0.55,0.2,0.8,0.8,2,2.5,0.35,0.35,1.45,0.15,0.15,0.3224,0.1118,0.0855,0.1118,0.0066,0.0461,0.0329,0.0197,0.0197,0.0724,0.125,0.0066,0.0066,0.0329,0.0855,0.7368,5.2697,19,0.5855,0.102,0.0132,0.0066,0.0066,0.0066,0.0066,0.0855,0.0132,0.0066,0.0066,0.0724,0.0592,1.4286,0.0329,0.0066,0.0066,0.0263,0.0789,0.0197,0.0724,0.0066,0.0066,0.0066,0.0066,0.1842,0.0921,0.0724,0.0132,0.0395,0.0132,0.0066,0.0395,0.0132,0.0329,0.0066,0.0132,0.0066,0.0395,0.0263,0.0395,0.0197,0.0132,0.0066,0.0066,0.0526,0.0526,0.0197,0.0526,0.125,0.0132,0.0658,0.0789,0.0263,0.0066,0.0329,0.0855,0.0461
www_soudeliit_ee.ela_547578,0.05,0.05,1.8,0.2,0.8,1.65,0.85,0.15,0.1,0.2,0.6,0.5,0.2537,0.1493,0.1791,0.0746,0.0149,0.0597,0.0448,0.0149,0.0149,0.0597,0.1493,0.0149,0.0149,0.0299,0.0149,0.8209,6.0448,33.5,0.7612,0.1176,0,0.0149,0.0149,0.0149,0.0149,0.1194,0.0299,0.0149,0.0149,0.0448,0.0597,2,0.0299,0.0149,0.0299,0.0299,0.1194,0.0149,0.0746,0.0448,0.0149,0.0149,0.0299,0.1493,0.194,0.0597,0.0746,0.0597,0.0149,0.0299,0.0597,0.0149,0.0448,0.0149,0.0149,0.0149,0.0149,0.0746,0.0299,0.0448,0.0149,0.0149,0.0149,0.0149,0.0746,0.0149,0.1791,0.1343,0.0149,0.0448,0.1194,0.0448,0.0149,0.0299,0.0597,0.0597
www_syndikaat_ee.ela_469373,0.6,1.5,1.7,0.25,0,0.15,0.95,0.4,0.75,0.15,1.1,2.4,0.1905,0.0741,0.0423,0.0741,0.0053,0.0476,0.0317,0.0106,0.0582,0.0159,0.1852,0.0053,0.0053,0.1429,0.0053,0.6614,4.5608,14.54,0.4074,0.75,0.0265,0.0212,0.0741,0.0053,0.0212,0.164,0.0159,0.0476,0.0053,0.0741,0.1111,2.2727,0.0265,0.0053,0.0053,0.0423,0.0476,0.1323,0.1376,0.0053,0.0053,0.0053,0.0265,0.1905,0.127,0.0476,0.0106,0.0423,0.0159,0.0159,0.0317,0.0106,0.0212,0.0053,0.0106,0.0053,0.0159,0.0635,0.0529,0.0476,0.0212,0.0053,0.0106,0.0582,0.0635,0.0159,0.0952,0.0582,0.0053,0.0212,0.0159,0.0159,0.0053,0.0582,0.0529,0.0476
www_tallegg_ee.ela_33687,0.6,1.5,0.3,0.75,0.15,0.55,1.15,1.5,0.4,0.6,1.15,1.1,0.2377,0.0943,0.0113,0.1358,0.0151,0.0642,0.0264,0.0151,0.0189,0.0038,0.1509,0.0038,0.0038,0.0717,0.0075,0.7019,5.1019,15.59,0.4868,0.3016,0.0038,0.0075,0.0075,0.0189,0.0038,0.166,0.0151,0.0075,0.0151,0.0792,0.1057,1.1538,0.0302,0.0151,0.0302,0.0377,0.1283,0.0264,0.1057,0.0151,0.0038,0.0038,0.0113,0.1698,0.0792,0.0528,0.0264,0.0264,0.0302,0.0226,0.0226,0.0038,0.0113,0.0038,0.0038,0.0038,0.0151,0.0604,0.0377,0.0415,0.0189,0.0038,0.0075,0.0604,0.0679,0.0264,0.083,0.0415,0.0075,0.0075,0.0453,0.0264,0.0038,0.0415,0.0717,0.0642
www_tarbijakaitse_ee.ela_199918,0.05,0.25,0.85,0.9,0.7,1.45,0.95,0.2,0.45,0.5,0.05,0.75,0.3614,0.0964,0.0843,0.0723,0.012,0.0361,0.012,0.0241,0.0241,0.0361,0.1687,0.012,0.012,0.0482,0.012,0.759,6.2048,27.67,0.6506,0.1333,0.012,0.012,0.012,0.012,0.012,0.1807,0.0241,0.012,0.012,0.1205,0.0843,1.6667,0.0241,0.012,0.012,0.0723,0.0964,0.1084,0.1205,0.0241,0.012,0.012,0.012,0.2289,0.1566,0.0602,0.012,0.0482,0.0482,0.012,0.0602,0.012,0.012,0.0241,0.012,0.012,0.0361,0.0964,0.0361,0.0602,0.0361,0.012,0.012,0.0361,0.0361,0.012,0.1325,0.1446,0.0241,0.0361,0.0723,0.012,0.012,0.0361,0.0482,0.0361
www_tooelu_ee.ela_624263,0.6,0.45,0.45,1.5,1,2.35,1.5,1.9,0.2,0.15,0.25,0.55,0.2295,0.123,0.0082,0.123,0.0082,0.0902,0.0492,0.0164,0.0082,0.0082,0.1557,0.0082,0.0082,0.0328,0.0164,0.6721,5.8197,17.43,0.4672,0.1429,0.0164,0.0082,0.0082,0.0082,0.0082,0.1475,0.041,0.0082,0.0082,0.1066,0.0902,0.8824,0.0574,0.0492,0.0328,0.0328,0.1393,0.0246,0.1311,0.0082,0.0082,0.0082,0.0246,0.1393,0.0164,0.1311,0.0246,0.0246,0.0082,0.0082,0.041,0.0082,0.0082,0.0082,0.0082,0.0328,0.0164,0.041,0.041,0.0492,0.0082,0.0246,0.0082,0.0656,0.0902,0.0164,0.0656,0.0164,0.0082,0.0082,0.0738,0.0902,0.0082,0.041,0.1148,0.0902
www_tootukassa_ee.ela_395777,0.9,0.5,0.7,0.95,3,2.6,2.35,1.9,0.65,1.05,0.3,0.05,0.3409,0.1136,0.0227,0.0682,0.0076,0.0758,0.0227,0.053,0.0076,0.0606,0.1212,0.0227,0.0076,0.0379,0.0152,0.6591,5.4015,26.4,0.4242,0.1111,0,0.0076,0.0076,0.0076,0.0152,0.1515,0.0379,0.0076,0.0076,0.0606,0.053,1,0.0152,0.0076,0.0152,0.0833,0.1515,0.0303,0.0985,0.0076,0.0076,0.0076,0.053,0.1061,0.2121,0.0455,0.0152,0.0152,0.0455,0.1061,0.0076,0.0076,0.0379,0.0076,0.0076,0.0076,0.0152,0.0455,0.0152,0.0455,0.0227,0.0152,0.0076,0.0455,0.0758,0.0227,0.1061,0.1288,0.0152,0.0606,0.0455,0.0227,0.0076,0.0227,0.1061,0.0758
www_tuuleenergia_ee.ela_40373,0.65,1,0.3,2.3,0.5,1.05,1.2,1.35,0.45,0.6,0.65,1.4,0.2982,0.0702,0.0088,0.1667,0.0088,0.0526,0.0351,0.0526,0.0175,0.0088,0.1754,0.0088,0.0088,0.0351,0.0088,0.7105,5.4386,12.67,0.614,0.1176,0,0.0088,0.0088,0.0088,0.0088,0.1404,0.0175,0.0263,0.0088,0.0789,0.0965,1.3333,0.0351,0.0263,0.0088,0.0439,0.1404,0.0175,0.114,0.0088,0.0088,0.0088,0.0263,0.1579,0.1228,0.0614,0.0088,0.0263,0.0263,0.0088,0.0263,0.0088,0.0175,0.0088,0.0088,0.0088,0.0175,0.0439,0.0439,0.0263,0.0175,0.0175,0.0088,0.0526,0.0614,0.0175,0.0702,0.0702,0.0088,0.0088,0.0263,0.0439,0.0088,0.0614,0.0614,0.0526
www_unesco_ee.ela_630384,0.8,0.35,0.75,0.55,1.9,2.3,1.05,0.2,0.3,0.3,0.3,0.45,0.3478,0.1304,0.0978,0.0217,0.0109,0.0761,0.0217,0.0326,0.0217,0.0217,0.1739,0.0109,0.0109,0.0217,0.0326,0.6522,6.7174,13.14,0.5543,0.0625,0,0.0109,0.0109,0.0109,0.0109,0.087,0.0435,0.0109,0.0109,0.0761,0.0435,1.8,0.0543,0.0109,0.0109,0.0217,0.0978,0.0326,0.1087,0.0109,0.0109,0.0109,0.0109,0.1304,0.1522,0.1739,0.0109,0.0326,0.0217,0.0326,0.0326,0.0109,0.0435,0.0109,0.0109,0.0109,0.0217,0.0761,0.0217,0.0217,0.0217,0.0109,0.0109,0.0978,0.0761,0.0109,0.1196,0.0978,0.0109,0.0217,0.087,0.0217,0.0109,0.0217,0.1413,0.0761
www_vm_ee.ela_81604,0.2,0.5,0.7,1.55,1.4,1.9,1.65,2.8,0.45,0.3,0.2,0.15,0.3013,0.1004,0.1297,0.0669,0.0042,0.0586,0.0126,0.0293,0.0126,0.0126,0.1297,0.0042,0.0042,0.0209,0.0167,0.728,6.59,14.06,0.5816,0.0694,0,0.0084,0.0042,0.0042,0.0042,0.1004,0.0084,0.0042,0.0084,0.0586,0.0795,0.6667,0.0795,0.0167,0.0084,0.0251,0.0921,0.0126,0.0628,0.0209,0.0042,0.0042,0.0042,0.1088,0.1548,0.1381,0.0209,0.046,0.0209,0.0084,0.0377,0.0042,0.0293,0.0084,0.0042,0.0042,0.0126,0.046,0.0084,0.0418,0.0126,0.0293,0.0084,0.0418,0.0586,0.0126,0.1088,0.1255,0.0042,0.0126,0.0669,0.0335,0.0042,0.0126,0.0962,0.0586
www_vnl_ee.ela_670256,0.5,0.5,1.25,1,1,1.1,1.25,0.5,1.2,0.5,0.3,0.45,0.2683,0.0427,0.1829,0.061,0.0061,0.0427,0.0366,0.0305,0.0427,0.0061,0.122,0.0061,0.0061,0.0671,0.0305,0.6585,6.0915,20.5,0.4024,0.25,0.0183,0.0183,0.0061,0.0061,0.0305,0.1098,0.0488,0.0061,0.0061,0.0793,0.0488,2.375,0.0183,0.0122,0.0061,0.0366,0.061,0.0976,0.122,0.0061,0.0061,0.0061,0.0488,0.1707,0.1768,0.0671,0.0122,0.0366,0.0122,0.0122,0.0427,0.0061,0.0244,0.0061,0.0061,0.0061,0.0366,0.0732,0.0244,0.0427,0.0183,0.0061,0.0061,0.061,0.0549,0.0244,0.1159,0.1585,0.0427,0.0183,0.0183,0.0183,0.0061,0.0244,0.0488,0.0427
www_vorumaateataja_ee.ela_241120,0.35,1.25,2.1,0.65,0.15,0.9,0.7,0.75,1.7,0.25,0.55,1.15,0.2473,0.0591,0.0323,0.1263,0.0027,0.0457,0.0323,0.0296,0.0108,0.0027,0.1452,0.0027,0.0027,0.0914,0.0027,0.6183,4.7984,14.88,0.3683,0.3696,0.0134,0.0054,0.0134,0.0027,0.0242,0.164,0.0188,0.0269,0.0027,0.0914,0.086,2.7,0.0242,0.0027,0.0161,0.0215,0.0484,0.121,0.1425,0.0081,0.0027,0.0027,0.0188,0.1075,0.0806,0.0833,0.0134,0.0269,0.0161,0.0215,0.0618,0.0081,0.0242,0.0027,0.0027,0.0027,0.0134,0.0618,0.0134,0.0349,0.0161,0.0161,0.0054,0.0699,0.0591,0.0296,0.1263,0.0538,0.0054,0.0027,0.043,0.0134,0.0027,0.0269,0.0457,0.0457
www_vorumaateataja_ee.ela_494965,0.5,1.4,0.6,1.5,0.55,0.85,1.2,0.4,0.55,0.1,0.5,1.85,0.3057,0.0892,0.0446,0.0892,0.0064,0.0318,0.0318,0.0573,0.0191,0.0318,0.1401,0.0064,0.0064,0.0637,0.0064,0.7389,5.3312,22.43,0.5159,0.2083,0.0255,0.0127,0.0064,0.0064,0.0064,0.1274,0.0255,0.0064,0.0064,0.0828,0.1019,1.2308,0.0446,0.0127,0.0191,0.0318,0.1019,0.0382,0.1019,0.0127,0.0064,0.0064,0.0255,0.1783,0.1338,0.0764,0.0191,0.0255,0.0382,0.0191,0.0382,0.0064,0.0127,0.0064,0.0127,0.0064,0.0127,0.0637,0.0255,0.0191,0.0191,0.0191,0.0064,0.0637,0.0318,0.0191,0.1338,0.0892,0.0191,0.0318,0.051,0.0446,0.0064,0.0318,0.0318,0.0318
www_vsport_ee.ela_120496,0.1,0.8,2.6,0.55,0.85,0.95,2.1,0.8,0.65,1,0.2,0.45,0.24,0.064,0.108,0.088,0.004,0.044,0.004,0.02,0.016,0.148,0.168,0.004,0.004,0.008,0.004,0.624,4.712,16.67,0.392,0.0333,0,0.004,0.004,0.004,0.008,0.104,0.04,0.004,0.004,0.092,0.06,3.1111,0.016,0.004,0.012,0.02,0.008,0.128,0.116,0.004,0.004,0.004,0.004,0.224,0.128,0.024,0.012,0.016,0.004,0.028,0.048,0.004,0.02,0.012,0.004,0.004,0.008,0.06,0.016,0.008,0.004,0.008,0.004,0.056,0.044,0.024,0.124,0.08,0.012,0.032,0.048,0.004,0.004,0.016,0.072,0.044
www_xn--eestimngula-q8a_ee.ela_40079,0.4,0.6,0.35,0.5,0.55,1.6,1.85,2.65,0.7,0.25,1,0.4,0.2807,0.0351,0.1667,0.0702,0.0088,0.0702,0.0088,0.0702,0.0088,0.0702,0.1667,0.0088,0.0088,0.0263,0.0263,0.6491,5.3421,12.67,0.5175,0.0938,0,0.0088,0.0263,0.0088,0.0088,0.1053,0.0088,0.0263,0.0088,0.0877,0.0789,3.6667,0.0351,0.0088,0.0088,0.0088,0.0965,0.0175,0.1053,0.0088,0.0088,0.0088,0.0088,0.0965,0.2018,0.0175,0.0175,0.0789,0.0351,0.0439,0.0439,0.0088,0.0088,0.0088,0.0088,0.0175,0.0263,0.0702,0.0263,0.0088,0.0088,0.0263,0.0088,0.0088,0.0702,0.0088,0.1579,0.1667,0.0088,0.0439,0.0263,0.0088,0.0088,0.0263,0.114,0.0702
ylle_mrt_ee.ela_101705,1.05,2.6,1.25,1.7,0.15,0.7,0.75,0.5,0.6,0.5,1.9,2.9,0.2313,0.0656,0.0344,0.1125,0.0063,0.0563,0.0344,0.0281,0.0594,0.0063,0.1625,0.0031,0.0031,0.0719,0.0063,0.6563,5.0563,13.33,0.4969,0.3108,0.0094,0.025,0.0375,0.0031,0.0063,0.1406,0.0156,0.025,0.0094,0.0563,0.0688,2.375,0.0188,0.0063,0.0125,0.025,0.0906,0.0563,0.1031,0.0156,0.0094,0.0031,0.0219,0.1969,0.0813,0.0688,0.0063,0.0438,0.0156,0.0188,0.0188,0.0031,0.0125,0.0063,0.0031,0.0031,0.0156,0.0531,0.0281,0.0406,0.0094,0.0063,0.0031,0.0531,0.0688,0.0188,0.0875,0.0531,0.0063,0.0031,0.0313,0.0219,0.0031,0.0281,0.0594,0.0563
